id,source,target,relationship_type,properties
rel_013005,Single Responsibility Principle,Leaf Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013006,Single Responsibility Principle,Library Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013007,Single Responsibility Principle,Library Modules,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013008,Single Responsibility Principle,Log Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013009,Single Responsibility Principle,Logging Methods,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013010,Single Responsibility Principle,Logical Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013011,Single Responsibility Principle,Low-Level Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013012,Single Responsibility Principle,Low-Level Module (ML1),STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013013,Single Responsibility Principle,Main Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013014,Single Responsibility Principle,Maintainability,RELATES_TO,"{description: ""Adhering to the Single Responsibility Principle enhances maintainability by ensuring that classes are focused and easier to modify.""}"
rel_013015,Single Responsibility Principle,Major Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013016,Single Responsibility Principle,Manufacture and Shipping Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013017,Single Responsibility Principle,Mapping Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013018,Single Responsibility Principle,Measurement Method,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013019,Single Responsibility Principle,MenuComponent,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013020,Single Responsibility Principle,MenuItem Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013021,Single Responsibility Principle,Message Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013022,Single Responsibility Principle,Method,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013023,Single Responsibility Principle,Method Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013024,Single Responsibility Principle,Method Dependency,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013025,Single Responsibility Principle,Method Interception,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013026,Single Responsibility Principle,Method Invocation,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013027,Single Responsibility Principle,Method Naming Convention,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013028,Single Responsibility Principle,Method for Adding Null Value,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013029,Single Responsibility Principle,Methods,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013030,Single Responsibility Principle,Microservices Architecture,RELATES_TO,"{description: ""The Single Responsibility Principle guides the design of microservices by ensuring each service has a focused responsibility.""}"
rel_013031,Single Responsibility Principle,Mid-Level Components,DEFINES,"strength: 0.8,
                               description: ""SRP defines component boundaries"",
                               confidence: 0.9,
                               semantic_type: ""enhanced"",
                               replaced_from: ""RELATES_TO"""
rel_013032,Single Responsibility Principle,Mixin Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013033,Single Responsibility Principle,Model Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013034,Single Responsibility Principle,Modular Component Architecture,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013035,Single Responsibility Principle,Modular Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013036,Single Responsibility Principle,Module Balance,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013037,Single Responsibility Principle,Module Cohesion,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013038,Single Responsibility Principle,Module Decomposition,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013039,Single Responsibility Principle,Module Decomposition Structure,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013040,Single Responsibility Principle,Module Decomposition View,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013041,Single Responsibility Principle,Module Management Tools,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013042,Single Responsibility Principle,Module Pattern,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013043,Single Responsibility Principle,Module Registry,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013044,Single Responsibility Principle,Module Separation,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013045,Single Responsibility Principle,Module Structure,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013046,Single Responsibility Principle,Module Structures,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013047,Single Responsibility Principle,Module Uses Structure,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013048,Single Responsibility Principle,Module View,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013049,Single Responsibility Principle,Module structures,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013050,Single Responsibility Principle,Modules,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013051,Single Responsibility Principle,Multimethods,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013052,Single Responsibility Principle,Mutable Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013053,Single Responsibility Principle,Mutate Method,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013054,Single Responsibility Principle,MyClass,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013055,Single Responsibility Principle,Naming Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013056,Single Responsibility Principle,NoQuarterState Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013057,Single Responsibility Principle,Node Class Hierarchy,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013058,Single Responsibility Principle,Notification Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013059,Single Responsibility Principle,Object-Oriented Design Methods,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013060,Single Responsibility Principle,Observable Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013061,Single Responsibility Principle,Open-Closed Principle,RELATES_TO,"{description: ""Both principles are part of SOLID principles that guide object-oriented design.""}"
rel_013062,Single Responsibility Principle,Open-Closed Principle,RELATES_TO,"{description: ""Both principles are part of the SOLID principles that guide software design.""}"
rel_013063,Single Responsibility Principle,Open-Closed Principle,RELATES_TO,"{description: ""Both principles promote better software design and maintainability.""}"
rel_013064,Single Responsibility Principle,Open-Closed Principle,RELATES_TO,"{description: ""These principles together help in creating maintainable and extensible software architectures.""}"
rel_013065,Single Responsibility Principle,Open-Source Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013066,Single Responsibility Principle,Open/Closed Principle,RELATES_TO,"{description: ""Both principles are part of the SOLID principles that guide object-oriented design.""}"
rel_013067,Single Responsibility Principle,Operation Method,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013068,Single Responsibility Principle,Order Maintenance Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013069,Single Responsibility Principle,Organization Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013070,Single Responsibility Principle,Orphaned Classes,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013071,Single Responsibility Principle,Orthogonal Defect Classification (ODC),GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013072,Single Responsibility Principle,PCView Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013073,Single Responsibility Principle,Package by Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013074,Single Responsibility Principle,Package by component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013075,Single Responsibility Principle,Pattern Classification,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013076,Single Responsibility Principle,Persistent Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013077,Single Responsibility Principle,Person Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013078,Single Responsibility Principle,Physical Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013079,Single Responsibility Principle,Plug-In Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013080,Single Responsibility Principle,Plug-in Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013081,Single Responsibility Principle,Plug-in Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013082,Single Responsibility Principle,PluginComponent,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013083,Single Responsibility Principle,Point Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013084,Single Responsibility Principle,Presentation Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013085,Single Responsibility Principle,Presenter Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013086,Single Responsibility Principle,PricingVisitor Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013087,Single Responsibility Principle,Problem Domain Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013088,Single Responsibility Principle,Product Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013089,Single Responsibility Principle,Product Configuration Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013090,Single Responsibility Principle,Product Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013091,Single Responsibility Principle,Professor Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013092,Single Responsibility Principle,Pull Up Method,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013093,Single Responsibility Principle,Push Down Method,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013094,Single Responsibility Principle,Python Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013095,Single Responsibility Principle,Queen Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013096,Single Responsibility Principle,Receiver Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013097,Single Responsibility Principle,Recursive Methods,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013098,Single Responsibility Principle,Redundant Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013099,Single Responsibility Principle,Remote Method Invocation (RMI),APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013100,Single Responsibility Principle,Remove Setting Method,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013101,Single Responsibility Principle,Replace Subclass with Delegate,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013102,Single Responsibility Principle,Replace Superclass with Delegate,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013103,Single Responsibility Principle,Replace Type Code with Subclasses,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013104,Single Responsibility Principle,Report Generation Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013105,Single Responsibility Principle,Reporting Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013106,Single Responsibility Principle,Repository Subclassing,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013107,Single Responsibility Principle,Request/Response Data Structures,RELATES_TO,"{description: ""Promotes the idea that request/response structures should have a single responsibility, avoiding unnecessary dependencies.""}"
rel_013108,Single Responsibility Principle,Reusable Classes,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013109,Single Responsibility Principle,Reusable Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013110,Single Responsibility Principle,Reusable Component Configuration,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013111,Single Responsibility Principle,Reusable Componentbase,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013112,Single Responsibility Principle,Reusable Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013113,Single Responsibility Principle,Reusable Components and Libraries,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013114,Single Responsibility Principle,Reusable Software Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013115,Single Responsibility Principle,Rides Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013116,Single Responsibility Principle,SMART Board View Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013117,Single Responsibility Principle,SMTP Client Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013118,Single Responsibility Principle,SMTP Server Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013119,Single Responsibility Principle,SPDY Protocol Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013120,Single Responsibility Principle,Sale Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013121,Single Responsibility Principle,Scorer Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013122,Single Responsibility Principle,Search Index Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013123,Single Responsibility Principle,Search Service Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013124,Single Responsibility Principle,Security Benefits of Module Loading,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013125,Single Responsibility Principle,Security Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013126,Single Responsibility Principle,Security Management Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013127,Single Responsibility Principle,Security Methods and Controls,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013128,Single Responsibility Principle,Security Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013129,Single Responsibility Principle,Server Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013130,Single Responsibility Principle,Server Management Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013131,Single Responsibility Principle,Server-Side Software Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013132,Single Responsibility Principle,Service Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013133,Single Responsibility Principle,Service Classes,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013134,Single Responsibility Principle,Service Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013135,Single Responsibility Principle,Service-oriented Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013136,Single Responsibility Principle,ServiceImpl Classes,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013137,Single Responsibility Principle,Session Management Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013138,Single Responsibility Principle,SessionMgr,RELATES_TO,"{description: ""The Single Responsibility Principle is applied in the design of the SessionMgr class to ensure it only manages session-related operations.""}"
rel_013139,Single Responsibility Principle,Shallow Modules,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013140,Single Responsibility Principle,Sidecar Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013141,Single Responsibility Principle,SimpleGraph Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013142,Single Responsibility Principle,Simulation Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013143,Single Responsibility Principle,Single Responsibility Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013144,Single Responsibility Principle,Singleton Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013145,Single Responsibility Principle,Software Architecture Analysis Method (SAAM),APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013146,Single Responsibility Principle,Software Classes and Methods,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013147,Single Responsibility Principle,Software Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013148,Single Responsibility Principle,Software Components,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013149,Single Responsibility Principle,Software Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013150,Single Responsibility Principle,Software Modules,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013151,Single Responsibility Principle,SoldOutState Class,GUIDES,"strength: 0.9,
                                   description: ""SRP guides class design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013152,Single Responsibility Principle,Source Module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013153,Single Responsibility Principle,Speed Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013154,Single Responsibility Principle,Stable Component,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013155,Single Responsibility Principle,Standard Component Model,DEFINES,"strength: 0.8,
                                   description: ""SRP defines component boundaries"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013156,Single Responsibility Principle,Static Methods,APPLIES_TO,"strength: 0.85,
                                   description: ""SRP applies to method responsibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_013157,Single Responsibility Principle,Strategy Pattern,IMPLEMENTS,"{description: ""The Strategy Pattern adheres to the Single Responsibility Principle by encapsulating interchangeable behaviors.""}"
rel_013158,Single Responsibility Principle,Sub-module,STRUCTURES,"strength: 0.8,
                                   description: ""SRP structures module organization"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
